Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6050.25183
10,OX,6400.34
10,MX,11241.4605
10,PX,5698.11499
10,C9S,60.0978131
10,C9P,1.31345791
10,C9N,0.316527187
10,C9-5,27.5742293
14,EB,209.208394
14,OX,158.082472
14,MX,332.685198
14,PX,175.757649
14,C9S,0.306652085
14,C9P,0.0338674583
14,C9N,0.00967190063
14,C9-5,0.482917243
