HEAT4_TEMP,Aromatic Yield
329.4,0.6708852394322761
384.3,0.671598190133388
439.2,0.6757308211468066
494.1,0.6893135264217477
549.0,0.70956497566094
603.9,0.7218311963261349
658.8,0.7241802909030891
713.7,0.7258911304014457
768.6,0.7248388216895695
823.5,0.7249094357222224
