HEAT1_TEMP,Aromatic Yield
329.4,0.6789106335329496
384.3,0.6877441797868912
439.2,0.6954431152101707
494.1,0.7018645990165925
549.0,0.7095648837612247
603.9,0.718346968652604
658.8,0.7294012835853347
713.7,0.7426191872442925
768.6,0.7565289513168902
823.5,0.7697914294123744
