SEC1_PRESS,Aromatic Yield
0.25,0.7155275126999275
0.5,0.711800931028121
0.75,0.7040699943766447
1.0,0.6950395625250969
1.25,0.68608259938026
1.5,0.6779024870095889
1.75,0.6709363280801699
2.0,0.6652851604993248
2.25,0.6608742600203829
2.5,0.6573469949792683
2.75,0.654736054793601
3.0,0.6526515854389386
3.25,0.6509859547161548
3.5,0.6496158709834177
3.75,0.64850116919287
4.0,0.6475539756934159
4.25,0.6467307552797436
4.5,0.6460032038643309
4.75,0.6453423688702364
5.0,0.6447569453377974
