HEAT3_TEMP,Aromatic Yield
329.4,0.6694322290756487
384.3,0.6703254762996766
439.2,0.6765482254341351
494.1,0.6920253791060672
549.0,0.7095650046337113
603.9,0.7224601079631809
658.8,0.7301027260395727
713.7,0.7339341232598299
768.6,0.7356027945947442
823.5,0.7434613305990116
