HEAT2_TEMP,Aromatic Yield
329.4,0.6725324808035859
384.3,0.6740952662859778
439.2,0.6816140530323185
494.1,0.6946413586722746
549.0,0.7095650739197127
603.9,0.7239492778337232
658.8,0.7367785277339649
713.7,0.7475322422843426
768.6,0.7559827518598646
823.5,0.7633154013439503
