SEC4_PRESS,Aromatic Yield
0.25,0.702962034597874
0.5,0.711055437722125
0.75,0.7142271006279876
1.0,0.7157190697353017
1.25,0.7164125439969887
1.5,0.7167297018183527
1.75,0.7168333706952439
2.0,0.716973463478339
2.25,0.7168498400398928
2.5,0.7165115873108703
2.75,0.7165233450646316
3.0,0.716109248197661
3.25,0.7159266859519422
3.5,0.7211386016388089
3.75,0.715760688554334
4.0,0.7167504898952064
4.25,0.7150778177557406
4.5,0.7149324854120122
4.75,0.7147408187942076
5.0,0.714733843370594
