oil_hydrogen_ratio,Aromatic Yield
0.37332443171744456,0.6991323578343743
0.1670153608442328,0.7080050578528869
0.09709573210161057,0.7094180683879376
0.06218751186022951,0.7095267127019838
0.04134950557197047,0.709564410057673
0.0275311695861739,0.7098475824234184
0.017697699094895325,0.7104394957222364
0.01033552980933598,0.7113763154826845
0.004605495219929544,0.7127988737765473
