SEC2_PRESS,Aromatic Yield
0.25,0.7128258099191649
0.5,0.7100445070406017
0.75,0.7037916909821498
1.0,0.6978074041198256
1.25,0.69295590953224
1.5,0.6892689168297998
1.75,0.686456722181095
2.0,0.6842444337291578
2.25,0.6825032961588624
2.5,0.6809744595150085
2.75,0.6797135641275122
3.0,0.6785621277694008
3.25,0.6775582789017927
3.5,0.6766743566427693
3.75,0.6765498721191098
4.0,0.6768571367176948
4.25,0.6764479381895618
4.5,0.6734865772989256
4.75,0.6728518404295679
5.0,0.6722260288118546
