SEC3_PRESS,Aromatic Yield
0.25,0.7064942283198534
0.5,0.7096027604557641
0.75,0.7091508017460545
1.0,0.7082298787631064
1.25,0.7074709008287322
1.5,0.7067776561903287
1.75,0.7062105090415963
2.0,0.7058067404509938
2.25,0.7056138868231987
2.5,0.7050937854993102
2.75,0.7050609795689796
3.0,0.704482453622607
3.25,0.7045568884103758
3.5,0.7042604168621497
3.75,0.7040450871428551
4.0,0.7056227362533778
4.25,0.7048512964235739
4.5,0.7050983171381225
4.75,0.708538048263076
5.0,0.7029282580419014
