Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6328.56118
10,OX,5897.38799
10,MX,10281.0761
10,PX,5280.25195
10,TOL,17046.5505
10,TMBZ,20345.448
10,TETRAMBZ,11801.0634
14,EB,220.14007
14,OX,146.485946
14,MX,306.085614
14,PX,163.856407
14,TOL,1597.84458
14,TMBZ,128.196368
14,TETRAMBZ,19.765939
