Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6383.63677
10,OX,6286.61967
10,MX,11102.7193
10,PX,5695.94611
10,TOL,18069.2095
10,TMBZ,21620.4626
10,TETRAMBZ,12507.2366
14,EB,221.131327
14,OX,155.547418
14,MX,329.171783
14,PX,176.009259
14,TOL,1686.64779
14,TMBZ,135.724181
14,TETRAMBZ,20.8694956
