Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,3926.09212
10,OX,4513.46839
10,MX,12980.2044
10,PX,7406.28196
10,TOL,17963.0861
10,MEBZ,939.290329
10,TMBZ,21747.2924
10,PDEB,0.0
10,TETRAMBZ,12897.0471
10,C11,0.0
10,C11A,1910.14595
Total,Total,84282.908749
Aromatic Yield,Aromatic Yield,0.7080050578528869
