Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6266.37135
10,OX,6323.37556
10,MX,11154.0295
10,PX,5697.94009
10,C9S,60.0974709
10,C9P,1.07031617
10,C9N,0.274864465
10,C9-5,24.2521829
14,EB,216.920983
14,OX,156.352305
14,MX,330.465687
14,PX,175.949043
14,C9S,0.306991128
14,C9P,0.02763707
14,C9N,0.00840932517
14,C9-5,0.425288434
