Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,4645.56327
10,OX,6918.38546
10,MX,11766.3697
10,PX,5565.55662
10,C9S,60.1022082
10,C9P,5.97710646
10,C9N,0.821260192
10,C9-5,71.0486416
14,EB,157.862291
14,OX,168.074252
14,MX,342.196344
14,PX,168.663879
14,C9S,0.302237603
14,C9P,0.150168133
14,C9N,0.0245632687
14,C9-5,1.21724196
