Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6285.17164
10,OX,6320.45731
10,MX,11143.729
10,PX,5697.13482
10,C9S,60.0974212
10,C9P,1.04969118
10,C9N,0.269798515
10,C9-5,23.9372522
14,EB,217.609399
14,OX,156.30541
14,MX,330.217674
14,PX,175.955109
14,C9S,0.307032643
14,C9P,0.0271121044
14,C9N,0.00825617572
14,C9-5,0.419862334
