Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,9569.33025
10,OX,5097.46353
10,MX,9786.13589
10,PX,5480.06768
10,TOL,17130.2942
10,TMBZ,20276.8451
10,TETRAMBZ,10006.7888
14,EB,332.749236
14,OX,126.70052
14,MX,291.294181
14,PX,169.990529
14,TOL,1607.84923
14,TMBZ,128.089816
14,TETRAMBZ,16.8246055
