Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,12773.6053
10,OX,342.355833
10,MX,8662.3185
10,PX,8527.56624
10,TOL,18875.11
10,MEBZ,938.356746
10,TMBZ,21748.213
10,PDEB,0.0
10,TETRAMBZ,12572.0882
10,C11,0.0
10,C11A,1768.84006
Total,Total,86208.453879
Aromatic Yield,Aromatic Yield,0.7241802909030891
