Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,7065.20933
10,OX,7649.20896
10,MX,10255.2788
10,PX,4585.41685
10,TOL,18134.8459
10,MEBZ,939.169078
10,TMBZ,21717.8777
10,PDEB,0.0
10,TETRAMBZ,12693.0749
10,C11,0.0
10,C11A,1813.49653
Total,Total,84853.578048
Aromatic Yield,Aromatic Yield,0.7127988737765473
