Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6124.86344
10,OX,6299.53065
10,MX,11193.3789
10,PX,5764.08289
10,TOL,18041.4494
10,MEBZ,939.211455
10,TMBZ,21652.7216
10,PDEB,0.0
10,TETRAMBZ,12581.4129
10,C11,0.0
10,C11A,1769.09555
Total,Total,84365.746785
Aromatic Yield,Aromatic Yield,0.7087009254889372
