Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,5766.17445
10,OX,6579.53693
10,MX,11303.8603
10,PX,5617.98917
10,C9S,60.099338
10,C9P,1.98922251
10,C9N,0.393038833
10,C9-5,35.7748322
14,EB,198.092779
14,OX,161.525716
14,MX,332.366749
14,PX,172.147526
14,C9S,0.305143211
14,C9P,0.0507697562
14,C9N,0.0119112173
14,C9-5,0.621286403
