Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6321.46188
10,OX,5969.11975
10,MX,10424.668
10,PX,5349.68481
10,TOL,17218.9169
10,TMBZ,20563.9842
10,TETRAMBZ,11931.0335
14,EB,219.715289
14,OX,148.154754
14,MX,310.109489
14,PX,165.874897
14,TOL,1612.68045
14,TMBZ,129.477678
14,TETRAMBZ,19.9685128
