Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6347.86958
10,OX,6329.73619
10,MX,11122.5902
10,PX,5670.3478
10,C9S,60.0971682
10,C9P,0.947328983
10,C9N,0.246103715
10,C9-5,22.4147216
14,EB,220.013659
14,OX,156.690341
14,MX,329.941573
14,PX,175.316766
14,C9S,0.30728593
14,C9P,0.0245097884
14,C9N,0.00754131791
14,C9-5,0.39370594
