Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,4898.04765
10,OX,7248.82938
10,MX,11377.3751
10,PX,5339.04784
10,TOL,17631.5368
10,TMBZ,21524.8573
10,TETRAMBZ,12540.6772
14,EB,165.433544
14,OX,175.126584
14,MX,328.89289
14,PX,160.808293
14,TOL,1604.66674
14,TMBZ,132.044803
14,TETRAMBZ,20.4396437
