Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6285.32552
10,OX,6320.57311
10,MX,11143.6075
10,PX,5697.01334
10,TOL,18076.435
10,MEBZ,939.181887
10,TMBZ,21655.9304
10,PDEB,0.0
10,TETRAMBZ,12581.4987
10,C11,0.0
10,C11A,1769.01059
Total,Total,84468.57604700001
Aromatic Yield,Aromatic Yield,0.709564726212855
