Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,5042.02043
10,OX,7027.87025
10,MX,11436.4803
10,PX,5395.25476
10,TOL,17653.4021
10,TMBZ,21484.3241
10,TETRAMBZ,12378.4368
14,EB,170.42045
14,OX,169.918109
14,MX,330.844716
14,PX,162.619693
14,TOL,1607.99108
14,TMBZ,131.906062
14,TETRAMBZ,20.1930442
