Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6025.10464
10,OX,6494.1619
10,MX,11196.3592
10,PX,5645.05458
10,C9S,60.0983675
10,C9P,1.44269533
10,C9N,0.318663901
10,C9-5,28.8587744
14,EB,207.797172
14,OX,160.014041
14,MX,330.492518
14,PX,173.662714
14,C9S,0.306077385
14,C9P,0.0370460904
14,C9N,0.00970490597
14,C9-5,0.503713146
