Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,4138.26404
10,OX,7068.39849
10,MX,11950.4189
10,PX,5431.59116
10,C9S,60.1052735
10,C9P,10.6685728
10,C9N,1.3075608
10,C9-5,108.739992
14,EB,138.821389
14,OX,169.653838
14,MX,343.094617
14,PX,162.464086
14,C9S,0.299192761
14,C9P,0.262685138
14,C9N,0.0384764329
14,C9-5,1.83213854
