Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6619.08246
10,OX,6210.52342
10,MX,10998.527
10,PX,5693.04314
10,TOL,18041.798
10,TMBZ,21559.1928
10,TETRAMBZ,12468.6746
14,EB,229.712673
14,OX,153.937155
14,MX,326.68963
14,PX,176.250575
14,TOL,1687.28519
14,TMBZ,135.579447
14,TETRAMBZ,20.8436707
