Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,11220.3265
10,OX,3611.43527
10,MX,9528.35107
10,PX,5906.26661
10,TOL,19227.829
10,MEBZ,938.533455
10,TMBZ,22759.8316
10,PDEB,0.0
10,TETRAMBZ,14327.3449
10,C11,0.0
10,C11A,2539.41078
Total,Total,90059.32918500001
Aromatic Yield,Aromatic Yield,0.7565289513168902
