Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6592.47727
10,OX,6369.60581
10,MX,11030.7205
10,PX,5565.79146
10,TOL,18132.4157
10,MEBZ,939.129615
10,TMBZ,21658.987
10,PDEB,0.0
10,TETRAMBZ,12581.6946
10,C11,0.0
10,C11A,1768.79553
Total,Total,84639.61748500001
Aromatic Yield,Aromatic Yield,0.7110015323815537
