Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,3926.09217
10,OX,4513.46842
10,MX,12980.2043
10,PX,7406.28194
10,TOL,17963.0861
10,TMBZ,21747.2924
10,TETRAMBZ,12897.0471
14,EB,134.626456
14,OX,110.645274
14,MX,380.928239
14,PX,226.486916
14,TOL,1661.99685
14,TMBZ,135.282873
14,TETRAMBZ,21.3101451
