Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6192.36876
10,OX,6350.91737
10,MX,11183.92
10,PX,5696.8297
10,TOL,18083.1552
10,MEBZ,939.189523
10,TMBZ,21681.788
10,PDEB,0.0
10,TETRAMBZ,12612.8376
10,C11,0.0
10,C11A,1784.68435
Total,Total,84525.69050299999
Aromatic Yield,Aromatic Yield,0.7100445070406017
