Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6416.2532
10,OX,6275.41093
10,MX,11089.1287
10,PX,5695.40894
10,TOL,18066.4694
10,TMBZ,21608.4011
10,TETRAMBZ,12482.184
14,EB,222.293758
14,OX,155.292799
14,MX,328.817535
14,PX,176.018793
14,TOL,1686.66438
14,TMBZ,135.66979
14,TETRAMBZ,20.8312486
