Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,8531.9217
10,OX,4351.59337
10,MX,10713.0334
10,PX,6257.92149
10,C9S,60.0922293
10,C9P,0.121475914
10,C9N,0.101682023
10,C9-5,7.14994859
14,EB,301.39153
14,OX,109.693861
14,MX,323.894867
14,PX,197.239334
14,C9S,0.312212173
14,C9P,0.00322874205
14,C9N,0.00318742497
14,C9-5,0.128527517
