Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,7768.07205
10,OX,5836.03694
10,MX,10490.0352
10,PX,5624.79554
10,TOL,17824.1179
10,TMBZ,21222.9949
10,TETRAMBZ,12106.7429
14,EB,271.204679
14,OX,145.498919
14,MX,313.465674
14,PX,175.196352
14,TOL,1677.4491
14,TMBZ,134.268162
14,TETRAMBZ,20.368084
