Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6448.78954
10,OX,6264.20112
10,MX,11075.5815
10,PX,5694.82626
10,TOL,18063.5758
10,MEBZ,939.173498
10,TMBZ,21596.2309
10,PDEB,0.0
10,TETRAMBZ,12456.9984
10,C11,0.0
10,C11A,1717.75516
Total,Total,84257.13217799999
Aromatic Yield,Aromatic Yield,0.7077885259021867
