Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,4155.23706
10,OX,6617.91118
10,MX,11314.1221
10,PX,6124.3955
10,C9S,60.1092716
10,C9P,19.2035799
10,C9N,2.20587185
10,C9-5,162.017788
14,EB,136.84504
14,OX,156.158613
14,MX,318.904961
14,PX,179.789888
14,C9S,0.295197107
14,C9P,0.458693895
14,C9N,0.0633711237
14,C9-5,2.66358721
