Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6644.24359
10,OX,6715.56885
10,MX,10814.6317
10,PX,5326.6686
10,TOL,18086.4256
10,TMBZ,21648.0011
10,TETRAMBZ,12566.1213
14,EB,230.183607
14,OX,166.163047
14,MX,320.665141
14,PX,164.619616
14,TOL,1688.02332
14,TMBZ,135.891943
14,TETRAMBZ,20.9675908
