Stream_ID,Component,Mass_flow_rate_kg/hr
10,EB,6356.66218
10,OX,5606.02196
10,MX,9707.2801
10,PX,5002.15164
10,TOL,16354.1647
10,MEBZ,845.189083
10,TMBZ,19470.86
10,PDEB,0.0
10,TETRAMBZ,11281.5893
10,C11,0.0
10,C11A,1572.96269
Total,Total,76196.881653
Aromatic Yield,Aromatic Yield,0.7111996516005797
